Part#,Product#,Product Line,Status,Standard,Non Standard,Sample,Details 1,Details 2
94160-160500E6,94160,Pressure / Vacuum Vents,Standard,94160-10A110N10,,,10in / ANSI 125/150 F.F. / LOW / 316SS / 316SS / Standard / None,"10""AL|SP<5OZ|316:ST+PAL+H"
94306-121171,94306,Fire Protection,Standard,94306-2A2A,,,2in / ALUMINUM / ANSI-FF 150# / Aluminum Bank / Aluminum Shell,"2""FF ALUM FLM ARRS 3/8""DR"
97150-062301004,97150,Wastewater - Misc,SP,,SP,97150-062D14,High/External / 6in / External / Insulation Jacket / 6in,"6"" SPR,ALUM,EXT,SOL,JKT,9"
94020=551302005,94020,Pressure / Vacuum Vents,TBD,,,,,"4X6 BV CS/RF SP>5"" NACE:B"
95021-022211,95021,Gauge Hatches,Standard,95021-06A221,,,"Quick Clamp / Aluminum / 6"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","6""FF ANSI G/H LOKCLMP AL/"
94210-440220,94210,Emergency Vents,Standard,94210-7C7B20,,,24in / ATEX / Standard / ANSI-FF / ALUMINUM,"24""ANSI EMRG/VENT-ALUM,AT"
3253   &B713501,3253,Field Interfaces,TBD,,,,,0101140102 MCG 3253 GPE F
3253   &H733001,3253,Field Interfaces,TBD,,,,,0101140102 MCG 3253 GPE F
95021-031201,95021,Gauge Hatches,Standard,95021-08A210,,,"Quick Clamp / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / Standard No Lock","8""G/H AL/FF Q/CL NO/LOC F"
613C000WE4K00,613C0,Omnitrol Top Mount,TBD,,,,,"SGL,NPT,PORC.DISP,WE4,1.0"
95021-034201,95021,Gauge Hatches,Standard,95021-08A240,,,"Quick Clamp / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / Standard No Lock","8""FF ANSI G/H Q'CLMP ALUM"
94020=521302005,94020,Pressure / Vacuum Vents,TBD,,,,,2X3 CS/RF FEP CL-P .8#/-1
92021-31480100,92021,Automatic Tank Gauges,Standard,92021-31480100,,,NoKit,"LVL GAGE,METRS,INNAGE,N/M"
97150-062301005,97150,Wastewater - Misc,SP,,SP,97150-062D14,High/External / 6in / External / Insulation Jacket / 6in,"6"" SPR,ALUM,EXT,SOL,JKT,1"
1090-1022020221,1090-,Overfill Protection,TBD,,,,,"1.5""/2""300#RFSS/CK/LJ/DUA"
2600-1135B1101,2600-,Radar Level Gauges,TBD,,,,,"FM/AL/4""AN/8""FLG/HRT/GLD/"
351    &I701501,351,,TBD,,,,,0303020101 351 MULTI-POIN
2100-0002,2100-,L&J Spare Parts,TBD,,,,,MCG 2100 LJTKWAY/220VAC
94560=1402006,94560,Fire Protection,TBD,,,,,"2""B/V+F/A ALUM|316/TRIM|S"
94040=95141000,94040,Pressure / Vacuum Vents,Standard,94041-4E4B4N10,,,4'' / Standard / 13.01 PSIG - 15.0 PSIG / Standard / 316SS I-ST / ANSI-RF 150#,"4X6"" S/L B/V 316/RF SP=14"
92030-1A1001,92030,Automatic Tank Gauges,TBD,,,,,KIT1A HP-GAGE 150# W/9310
94270 08020314,94270,Pressure / Vacuum Vents,Standard,94270 08020314,,,NoKit,"1""FLG 316/VITON SP<10"" E2"
94060-044545,94060,Pressure / Vacuum Vents,TBD,,,,,"4""X4"" D470+XCB|316SS|EW|A"
9420-10420,9420-,Spare Parts-MG,TBD,,,,,"20"" BACK-UP DISC 1/16 N-8"
94020=12010100,94020,Pressure / Vacuum Vents,Standard,94020-2A2A10,,,Open Vent / 2in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / Lead / FEP,"2""AL/FF O/V FEP I-ST SP=S"
2000M0111201400,2000M,Transmitters,TBD,,,,,2000M VAREC/SPOT/2RLY/2W4
JB3561-1,JB356,Spare Parts-MG,TBD,,,,,"90 DEG 1"" CABLE SHEAVE CA"
94221-020201,94221,Emergency Vents,Standard,94221-2K2A2A10,,,20 / ALUMINUM / API-650 / ALUMINUM / 20 / 20 / Steel / Lead / 1.0 - 1.49 / Steel / Lead / Standard,"20"" P&V VENT, ALUM BASE &"
94020=12014205,94020,Pressure / Vacuum Vents,Standard,94020-2A2C10,,,Open Vent / 2in / ALUMINUM I-ST / ANSI-FF 150# / HIGH / Standard / Lead / FKM,"2""AL O/V SP>5"" SS/TR FKM-"
9422-10590,9422-,Spare Parts-MG,TBD,,,,,"20""VAC DIAPH .010""T FEP"
851786-040,85178,Spare Parts-MG,TBD,,,,,"8"" DIAPHRGM .010""PFA 500F"
97125-013101,97125,Wastewater - Tanks,Standard,97125-013101,,,NoKit,13G C/A|316:TANK+SG|25#|B
826841,82684,L&J Spare Parts,TBD,,,,,ASSY-2000M 485-2W HWY W/9
94020=561102023,94020,Pressure / Vacuum Vents,TBD,,,,,"6""RF BV-STL C-PAL +12/-12"
94200-530223002,94200,Emergency Vents,TBD,,SP,94200-2O2A10,,"20""ANSI-RF 316|L/L|STMJKT"
94060-046541001,94060,Pressure / Vacuum Vents,TBD,,,,,"4""FRP O/V D470+XCB|EW|H|P"
9402-17261,9402-,Spare Parts-MG,TBD,,,,,"8"" XOS DIAPHRAGM .010 TEF"
94020=76130500,94020,Pressure / Vacuum Vents,Standard,94021-6E6F10,,,"Closed, Standard Outlet > Inlet* / 6in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / 316 / FEP","6""X8"" BV A316/RF A/G SP>5"
94020P-0503123I,94020,Pressure / Vacuum Vents,TBD,,,,,"8"" P-PAL ASSY ALUM/XOS IN"
94020P-1407052,94020,Pressure / Vacuum Vents,TBD,,,,,"6""PAL/ASY CV/SS A/G SS/WT"
9402-18882,9402-,Spare Parts-MG,TBD,,,,,"8"" A/G DIFRAM F/SS .020""F"
94210-121101,94210,Emergency Vents,Standard,94210-4I4C10,,,16in / Standard / Expanda-Seal / ANSI-FF / STEEL,"16""FF ANSI EV-STL XOS SP<"
95506-02,95506,Spare Parts-MG,TBD,,,,,OIL SEAL CABLE SHEAVE CAS
94241-1001,94241,Pressure / Vacuum Vents,Standard,94241-10111,,,"12"" 125 lb. FF Flange / Aluminum / Aluminum / Zinc Plated Steel / Galvanized Steel","12""FREE VENT AL/BASE&HOOD"
94241-1500,94241,Pressure / Vacuum Vents,Standard,94241-15013,,,"30"" 125 lb. FF Flange / Steel / Aluminum / Zinc Plated Steel / Galvanized Steel","30""CS/FF ANSI FREE VNT-AL"
94221-210208,94221,Emergency Vents,Standard,94221-4J4A4H10,,,24 / STEEL / API-650 / ALUMINUM / 24 / 24 / Steel / Lead / 4.5 - 4.99 / Steel / Lead / Standard,"24""API EV CS AL/PAL 4.5P/"
94200-520223025,94200,Emergency Vents,TBD,,SP,,,"20"" PALL ONLY|316:PAL|SP="
94241-1400,94241,Pressure / Vacuum Vents,Standard,94241-14013,,,"24"" 125 lb. FF Flange / Steel / Aluminum / Zinc Plated Steel / Galvanized Steel","24""STL/ANSI|ZNPL HDWR|AL"
94250-3130040A,94250,Emergency Vents,Standard,94250-31203100,,,24 / STEEL / ANSI-RF 150 lb. / NBR / 2.1 PSIG - 4.0 PSIG / Standard / Standard,"24""ANSI SL-EV STL/RF STD"
97125-113112,97125,Wastewater - Tanks,Standard,97125-113112,,,NoKit,13G COND/ACC 316SS SG/SS
97190-24331113,97190,Wastewater - Misc,Standard,97190-24331113,,,NoKit,"2""AL/FF 316/RTR 316/TEF J"
94160A13010008,94160,Pressure / Vacuum Vents,Standard,94160-04A104A20,,,4in / ANSI 125/150 F.F. / STANDARD / Lead / 18-8SS / ATEX / None,"4""AL/FF|SP=STD|18-8HD|316"
LB258-2004,LB258,Spare Parts-MG,TBD,,,,,PERFORATED GRADUATED TAPE
94020A760105001,94020,Pressure / Vacuum Vents,TBD,,,,,"6""FF A316 R/VAC STM/JKT A"
90142,9014,Spare Parts-MG,TBD,,,,,#N/A
92021-32450200,92021,Automatic Tank Gauges,Standard,92021-32450200,,,NoKit,"LVL GAGE,INNAGE,METRS,N/M"
811757,81175,L&J Spare Parts,TBD,,,,,2000M RETOFIT TIWY>PROFI
94020R751305501,94020,Pressure / Vacuum Vents,TBD,,,,,4X6 BV-316/RF CTD/PTFE HI
826622,82662,L&J Spare Parts,TBD,,,,,ASSY 1500F LVL/TAVE/4RLY/
2000M0100001670,2000M,Transmitters,TBD,,,,,2000M VAREC/HART/24DC LOO
97150-062300012,97150,Wastewater - Misc,SP,,SP,97150-062D10,High/External / 6in / External / None / 6in,"6"" SPR,ALUM,EXT,SOL,13-19"
7030   &B70002,7030,Overfill Protection,TBD,,,,,720110     MCG 7030 ALARM
7030   &F72401,7030,Overfill Protection,TBD,,,,,720110     MCG 7030 ALARM
2000M1B00001400,2000M,Transmitters,TBD,,,,,2000M 2026/-TMP/2W485/48D
94210-180200017,94210,Emergency Vents,SP,,SP,94210-7E7B10,24in / Standard / Standard / API 650 / 316SS,"24""API EV-316SS|GPTFE S/G"
94640-060640,94640,Pressure / Vacuum Vents,SP,,SP,94640-06066A10,Aluminum ANSI-FF / 8 x 10 / FEP / ATEX / None,8X10 POR ALUM TEF/SG 1#-2
95021-032241,95021,Gauge Hatches,Standard,95021-08A224,,,"Quick Clamp / Aluminum / 8"" / ANSI-FF 150 lb. Bolted / ATEX - No Lock","8""AL Q'CLMP VITON ATEX"
664GSV411E4F09A,664GS,Omnitrol Chamber Mount,TBD,,,,,"4""CHB-304|316/D|600#|E4|S"
92302-181901,92302,Automatic Tank Gauges,Standard,92302-181901,,,NoKit,LLI AL/BD 23'TK/HT W/BRTS
610E000VM4H03,6.10E+02,Omnitrol Top Mount,TBD,,,,,"TOP-2.5""NPT 30FT GLC VM4"
94130-160305A0,94130,Pressure / Vacuum Vents,Standard,94131-6A6F10,,,ALUMINUM R-ST / ANSI-FF 150# / Standard / HIGH / Standard / 316 / FEP,"6""X8""AL/FF 316/PAL/WGT SP"
94020R7618A400,94020,Pressure / Vacuum Vents,TBD,,,,,"6""RF BV-316SS AW L/B SNUF"
95021-230100,95021,Gauge Hatches,Standard,95021-28B100,,,"Screw Down / Steel / 8"" / ANSI-RF 150 lb. Bolted / Standard No Lock","8""GAGE HATCH CS/RF SCW DW"
96181-0801,96181,Wastewater - Misc,Standard,96181-0801,,,NoKit,"3"" WDV W/6""FLG STL INT:SS"
2600-2145E0211,2600-,Radar Level Gauges,TBD,,,,,"CSA/AL/6""ANT/8""150#/RGL/S"
94160-51060002,94160,Pressure / Vacuum Vents,Standard,94160-24C124O10,,,24in / ANSI 125/150 F.F. / MEDIUM / 316SS / 316SS / Standard / None,"24""FF ANSI PV A316SS SP>5"
94510-330300001,94510,Emergency Vents,Standard,94510-330300001,,,NoKit,"8""RF MAGNA/VT 304L SP<1.5"
97150-062310002,97150,Wastewater - Misc,SP,,SP,97150-062D30,High/External / 6in / External w/ Solenoid / None / 6in,"6"" SPR,ALUM,X,SOL/SS/INT"
94020R720A1601,94020,Pressure / Vacuum Vents,TBD,,,,,2X2 BV-316/FF XOS AW SP>S
97120-046022011,97120,Wastewater - Tanks,SP,,SP,,4 / 316SS / NBR / No Finish / Cooling Coil,"4""FF ST-304 316/SG C/C 5#"
9202-10724,9202-,Spare Parts-MG,TBD,,,,,TAPE/CABLE ASY-METRIC(81T
94020=74160500,94020,Pressure / Vacuum Vents,Standard,94022-3E3F10,,,"Pipe Away, Same Size Inlet and Outlet / 3in / 316SS I-ST / ANSI-RF 150# / HIGH / Standard / 316 / FEP","3""X3""FPS BRTHR A316/RF 31"
92021-10A2003,92021,Automatic Tank Gauges,Standard,92021-10A2003,,,NoKit,KIT 10A-IN SVC W/LB270-69
9421-16721-C,9421-,Spare Parts-MG,TBD,,,,,"20""ANSI 316/FF BASE FINAL"
94040=16040231,94040,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,0,#N/A,"6"" SLBV ALUM XOS 316/TR 4"
97220-061,97220,Wastewater - Misc,Standard,97220-061,,,NoKit,"6"" BK/PRESS/CK/VLV AL"
LB233-1361,LB233,Spare Parts-MG,TBD,,,,,SLIDING SEAT WELD
94407-832202,94407,Fire Protection,Standard,94407-832202,,,NoKit,"8""AL,316/TB,(4)3/4"",ISO"
94221-010201005,94221,Emergency Vents,SP,,SP,94221-2J2A2A10,20 / STEEL / API-650 / ALUMINUM / 20 / 20 / Steel / Lead / 1.0 - 1.49 / Steel / Lead / Standard,"20""CS/API AL/PAL P<STD V<"
7030   (K710504,7030,Overfill Protection,TBD,,,,,320011     MCG 7030 ALARM
821020,82102,L&J Spare Parts,TBD,,,,,PCB ASSY-3281 MINI FIC LJ
94110=641100001,94110,Pressure / Vacuum Vents,TBD,,,,,"3""RF VV-316 2X3PORV LOVAC"
9411-10605,9411-,Spare Parts-MG,TBD,,,,,"8""VAC BACK-UP DISC 1/32GP"
LA223-897-2,LA223,Spare Parts-MG,TBD,,,,,"24"" OUTER DISC F/94221 N8"
96181-0302,96181,Wastewater - Misc,Standard,96181-0302,,,NoKit,"3""NPT DRN/VLV STL SS/INT"
97101E610,97101,Wastewater - Misc,Standard,97101E610,,,NoKit,6QT/SS HP N7/NO-TMR TEF/3
94407-322205,94407,Fire Protection,Standard,94407-322205,,,NoKit,"3""316/FF|316:TB|2X3/4""|2X"
94020A18010505,94020,Pressure / Vacuum Vents,TBD,,,,,"10"" BV-AL 316/WT/TR SP>5"""
94130-55030200,94130,Pressure / Vacuum Vents,Standard,94131-4B4C10,,,CAST STEEL R-ST / ANSI-FF 150# / Standard / HIGH / Standard / Lead / FEP,"4""X6""CS/FF C/V|FEP|SP>5"""
7030   (J732001,7030,Overfill Protection,TBD,,,,,121123     MCG 7030 ALARM
94221-010327001,94221,Emergency Vents,SP,,SP,94221-2D2A3G10,20 / STEEL / API-650 / 316SS / 20 / 20 / 316SS / 4.0 - 4.49 / 316SS / Standard,"20""API/CS|FEP|SS:PAL/WTG|"
92302-18352A021,92302,Automatic Tank Gauges,Standard,92302-18352A021,,,NoKit,LLI AL/BRD+2A SS:GWSA/AB/
95021-210100,95021,Gauge Hatches,Standard,95021-24B100,,,"Screw Down / Steel / 4"" / ANSI-RF 150 lb. Bolted / Standard No Lock","4""GAGE/HTH CS/RF SCR/DWN"
97200-21,97200,Fire Protection,Standard,97200-21,,,NoKit,"1/2""NPT FLAME CHECK A316"
94406-322210,94406,Fire Protection,TBD,,,,,"3""RF/A316SS;(1)3/4"" ATEX"
94270 05014111,94270,Pressure / Vacuum Vents,Standard,94270 05014111,,,NoKit,"1""NPT 304/CS/BUNA SS/FLT"
92021-514501301,92021,Automatic Tank Gauges,Standard,92021-514501301,,,NoKit,LVL GAGE-NI MET/INN M/PNT
94020R150144E5,94020,Pressure / Vacuum Vents,TBD,,,,,"4"" BV-AL SS/ST&TR FEP/FKM"
94407-422210,94407,Fire Protection,Standard,94407-422210,,,NoKit,"4""RF/316 A316/T&S (1)3/4"""
821590,82159,L&J Spare Parts,TBD,,,,,ASSY-1600F 110VAC/20POS C
D43210-2,D4321,"Delavan Spare Parts (110,220,320)",TBD,,,,,MT 861 SUB ASSEMBLY
94311-03010100,94311,Fire Protection,Standard,94311-03010100,,,3in / CAST STEEL / ANSI-RF 150#,"3""150# DET FL ARRS-CS BOD"
92021-1A1060,92021,Automatic Tank Gauges,Standard,92021-1A1060,,,NoKit,KIT1A 316:AB/GWSA/PULLEY
820308,82030,L&J Spare Parts,TBD,,,,,PCB ASSY-12 POS COND-GPE
810390,81039,L&J Spare Parts,TBD,,,,,ASSY-SERVO BOBBIN
92302-18272A006,92302,Automatic Tank Gauges,Standard,92302-18272A006,,,NoKit,LLI AL/BD+2AKIT ASPH/FL 3
94060-026542,94060,Pressure / Vacuum Vents,TBD,,,,,"2X3"" D470+XCB|EW|HAST S&N"
826848,82684,L&J Spare Parts,TBD,,,,,ASSY-2000M CPU SPOT/2W 48
92302-19552A,92302,Automatic Tank Gauges,Standard,92302-19552A,,,NoKit,"AL GAGE BD & 2A KIT-AL,11"
9422-10592,9422-,Spare Parts-MG,TBD,,,,,"20""VAC/DIAP BACK-UP DISC"
94040=F7050000,94040,Pressure / Vacuum Vents,Standard,94042-8A8A8E10,,,8'' / Standard / 5.01 PSIG - 7.0 PSIG / Standard / ALUMINUM I-ST / ANSI-FF 150#,8X8 SLBV ALUM FEP 5-6#
94020A57114305,94020,Pressure / Vacuum Vents,TBD,,,,,"8""RF BV-STL,VITON,<2.9OZ"
94130-64160200,94130,Pressure / Vacuum Vents,Standard,94132-3E3C10,,,316SS R-ST / ANSI-RF 150# / Standard / HIGH / Standard / Lead / FEP,"3""X3""PRESS/VT RF 316/TFE"
94020C72136300,94020,Pressure / Vacuum Vents,TBD,,,,,"2""X3""BV A316/RF PFA SP>ST"
94020=76130300,94020,Pressure / Vacuum Vents,Standard,94021-6E6B10,,,"Closed, Standard Outlet > Inlet* / 6in / 316SS I-ST / ANSI-RF 150# / MED / Standard / Lead / FEP","6""X8""BRETH SS/RF SP>STD<5"
94020=741605001,94020,Pressure / Vacuum Vents,TBD,,,,,"3X3""RF/316 C/V|SS:WGT|SP="
D28970H-ES7,D2897,"Delavan Spare Parts (110,220,320)",TBD,,,,,"ASSY-94H SENSOR W/7"" ES E"
94241-1303,94241,Pressure / Vacuum Vents,Standard,94241-13312,,,"20"" 125 lb. FF Flange / Steel / 316 SS / Zinc Plated Steel / Galvanized Steel","20""ANSI FREE/VT STL SS/HD"
7030   (K724001,7030,Overfill Protection,TBD,,,,,101111     MCG 7030 ALARM
9402-18722,9402-,Spare Parts-MG,TBD,,,,,"10""DIAPH/AL AIR GROVE .02"
821887,82188,L&J Spare Parts,TBD,,,,,ASSY-TIWAY DATA INTERFACE
9402-18711,9402-,Spare Parts-MG,TBD,,,,,"8"" A/G DIAPHGRAM .010""FEP"
94060-085543,94060,Pressure / Vacuum Vents,TBD,,,,,"8""FRP V/V D470+XCB+H|EW|A"
94020=760315001,94020,Pressure / Vacuum Vents,TBD,,,,,"6""X8"" B/V A316/FF XOS HI/"
94221-210202,94221,Emergency Vents,Standard,94221-4J4A4B10,,,24 / STEEL / API-650 / ALUMINUM / 24 / 24 / Steel / Lead / 1.5 - 1.99 / Steel / Lead / Standard,"24""X24""P/V EM/VT CS/API A"
95021-030212,95021,Gauge Hatches,Standard,95021-08C201,,,"Quick Clamp / 316SS / 8"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""GAGE HTH SS/FF QUICK/CA"
D42619-1,D4261,Delavan Capacitance Spare Parts,TBD,,,,,420-0 PCB ASSY
94020P-05070503,94020,Pressure / Vacuum Vents,TBD,,,,,"8""P-PAL ASY/A316|CL-P|SP="
94020P-0303123,94020,Pressure / Vacuum Vents,TBD,,,,,"4""PRES/PAL/ASY AL/XOS SP>"
94020C74330600,94020,Pressure / Vacuum Vents,TBD,,,,,"3""RF BV 316 SS/WTG SP<5"""
D43742,D4374,"Delavan Spare Parts (110,220,320)",TBD,,,,,4100-B FINAL ASSY
DTHD-XXX,DTHD-,Delavan Capacitance Spare Parts,TBD,,,,,THD PROBE-LENGTH SPECIFIE
LA220-4352-2,LA220,Spare Parts-MG,TBD,,,,,"3"" VIS/IND MEMORY GUIDE A"
94020C16010200,94020,Pressure / Vacuum Vents,TBD,,,,,"6"" BV-ALUM R-ST AG/PAL P>"
97150-082110010,97150,Wastewater - Misc,SP,,SP,97150-082E30,High/External / 8in / External w/ Solenoid / None / 8in,"8"" SPR ALUM EXT 316/HDW 7"
95021-213200,95021,Gauge Hatches,Standard,95021-24B230,,,"Quick Clamp / Steel / 4"" / ANSI-RF 150 lb. Bolted / Standard No Lock","4""GAGE HATCH CS/RF QK/CLP"
94241-0831,94241,Pressure / Vacuum Vents,Standard,94241-08131,,,"8"" 125 lb. FF Flange / Aluminum / Aluminum / 316 SS / 316 SS","8""FF;AL BASE+HD 316 HDWR+"
94020=771102005,94020,Pressure / Vacuum Vents,TBD,,,,,"8""RF/SS O/V I-ST A316 SP>"
9202-10717,9202-,Spare Parts-MG,TBD,,,,,TAPE & CABLE ASSEMBLY
94321-04,94321,Wastewater - Misc,TBD,,,,,"3""AIR DRYER 150#RF ANSI F"
94210-170200004,94210,Emergency Vents,SP,,SP,94210-6E6B10,20in / Standard / Standard / API 650 / 316SS,"20""API E/V-316|316:WTG|SP"
95021-230110,95021,Gauge Hatches,Standard,95021-28B101,,,"Screw Down / Steel / 8"" / ANSI-RF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""ANSI-RF G/H SCR-LOK STL"
1600F0000202102,1600F,Radar Level Gauges,TBD,,,,,1600F AL/LVL/6WGLD/SPT/LJ
95021-031112,95021,Gauge Hatches,Standard,95021-08C111,,,"Screw Down / 316SS / 8"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","8""FF SS SCR/DWN, LOK FEP/"
94200-32042201,94200,Emergency Vents,TBD,,Discontinued Feature,,,"24""API E/V-ALUM BASE&PAL"
94241-1121001,94241,Pressure / Vacuum Vents,SP,,SP,94241-11122,"16"" 125 lb. FF Flange / Aluminum / Aluminum / Stainless Steel / Stainless Steel","16"" F/V SS:HWR|ALUM BASE"
94311-03020100,94311,Fire Protection,Standard,94311-03020100,,,3in / 316SS / ANSI-RF 150#,"3""150# DET ARR-316SS,GRP"
94570=170101GA2,94570,Fire Protection,TBD,,,,,"8""BV+FA ALUM|FEP|316:TB&S"
9431-11430,9431-,Spare Parts-MG,TBD,,,,,"6""-T/B+SHL ASSY, STEEL GR"
9430-10150,9430-,Spare Parts-MG,TBD,,,,,"2"" TUBE BANK ASSEMBLY ALU"
94060-066543001,94060,Pressure / Vacuum Vents,TBD,,,,,"6""VAC-VT D470+XCB|HAST|EW"
95021-010111,95021,Gauge Hatches,Standard,95021-04A101,,,"Screw Down / Aluminum / 4"" / ANSI-FF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","4""AL ANSI G/H|FEP|SCR LOK"
99060-21,99060,Spare Parts-MG,TBD,,,,,"DURACATOR 8""-12"" - MEMORY"
94020=71010600,94020,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,0,#N/A,"2""NPT BRETH FF/OV 316 STD"
94200-52042320,94200,Emergency Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"24""ANSI FF E/V-316 SP<10"""
94406-200110001,94406,Fire Protection,TBD,,,,,"2""RF CS CS/316L (1)3/4"" G"
9430-11122,9430-,Spare Parts-MG,TBD,,,,,"TUBE BANK ASS'Y 4"" 304SS"
94020A160102003,94020,Pressure / Vacuum Vents,TBD,,,,,"6""FF BV/AL B7/2H ATEX NAC"
9430-11110,9430-,Spare Parts-MG,TBD,,,,,"2"" TUBANK+SHELL ASSY 316S"
721E000RE4Y05,7.21E+02,Omnitrol Top Mount,TBD,,,,,DUAL|CI-NPT|LEAD|RE4|50FT
94241-0821001,94241,Pressure / Vacuum Vents,SP,,SP,94241-08121,"8"" 125 lb. FF Flange / Aluminum / Aluminum / Stainless Steel / Stainless Steel","8""AL BASE+HOOD|SS HW+SCRN"
95021-220110,95021,Gauge Hatches,Standard,95021-26B101,,,"Screw Down / Steel / 6"" / ANSI-RF 150 lb. Bolted / Locking on Quick-Clamp / Screw Down","6""RF STL G/H SCREW-DWN+LO"
95021-012201,95021,Gauge Hatches,Standard,95021-04A220,,,"Quick Clamp / Aluminum / 4"" / ANSI-FF 150 lb. Bolted / Standard No Lock","4""GAGE/HTH AL/FF Q-CLP VI"
92021-41450100,92021,Automatic Tank Gauges,Standard,92021-41450100,,,NoKit,LVL GAGE F/AMMON SERV MET
94270 02040101,94270,Pressure / Vacuum Vents,Standard,94270 02040101,,,NoKit,"1/2""NPT 316/FEP/EPDM <2 E"
D110-95,D110-,Delavan Magnetostrictive,TBD,,,,,110 W/TEFLON COATED 316 S
95021-010102,95021,Gauge Hatches,Standard,95021-04C100,,,"Screw Down / 316SS / 4"" / ANSI-FF 150 lb. Bolted / Standard No Lock","4""FF ANSI G/H SCR-DWN SS/"
8150B  (B734501,8150B,Magnetostrictive,TBD,,,,,191212     8150B MAGNETOS
94160-148200E4,94160,Pressure / Vacuum Vents,Discontinued Feature,,Discontinued Feature,,#N/A,"6""AL A/G|BUNA|316:ST&PL|1"
97150-062310001,97150,Wastewater - Misc,SP,,SP,97150-062D30,High/External / 6in / External w/ Solenoid / None / 6in,"6"" SPR,ALUM,X,SOL/SS/INT"
94020=581102009,94020,Pressure / Vacuum Vents,TBD,,,,,"10""RF BV STL A/G SP+6.7/-"
94020R162102002,94020,Pressure / Vacuum Vents,TBD,,,,,"6""PN16 ALUM R-ST AG/ALUM"
351    !A023011,351,,TBD,,,,,0503022200 351 MULTI-POIN
94020=150112003,94020,Pressure / Vacuum Vents,TBD,,,,,"4"" BV-ALUM XOS IW=1-15"" V"
92302-19544A,92302,Automatic Tank Gauges,Standard,92302-19544A,,,NoKit,LLI AL/BD + 4AKIT 7.10/9.
94040=75031001,94040,Pressure / Vacuum Vents,Standard,94041-4C4D4C10,,,4'' / Standard / 3.01 PSIG - 5.0 PSIG / Expanda-Seal / CAST STEEL I-ST / ANSI-RF 150#,4X6 SLBV CS/RF XOS/FEP 3-
94210-091200002,94210,Emergency Vents,SP,,SP,94210-1B1D10,8in / Standard / Standard / ANSI-FF / 316SS,"8""ANSI-FF/316 E/V|<12OZ|S"
851786-012,85178,Spare Parts-MG,TBD,,,,,"8"" DIAPHRAGM .010 FEP TEF"
94060-024242001,94060,Pressure / Vacuum Vents,TBD,,,,,"2""X3""FRP D470+SS|EW|ANSI|"
94140-K5060001,94140,Pressure / Vacuum Vents,TBD,,,,,4X4 SLPV 316SS FEP/XOS 6-
95210-030100,95210,Gauge Hatches,Standard,95210-030100,,,NoKit,"24""API MHOLE AL,NEOP,STL/"
94020=18014100,94020,Pressure / Vacuum Vents,Standard,94020-0A0A10,,,Open Vent / 10in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / Lead / FKM,"10""BRETH AL/FF VIT/SEAL S"
94020=170144A5,94020,Pressure / Vacuum Vents,Standard,94020-8A8D10,,,Open Vent / 8in / ALUMINUM I-ST / ANSI-FF 150# / LOW / Standard / 316 / FKM,"8""AL/FF O/V AG VITON SS/P"
851445-013,85144,Spare Parts-MG,TBD,,,,,"10"" SPACER DISC N-8090(1/"
1600F0000106600,1600F,Radar Level Gauges,TBD,,,,,AL/LVL/<GLD/TAV/2W485-MBU
3630   (G73153,3630,Inventory Management,TBD,,,,,330110     MCG 3630 LCD T
3630   (G73163,3630,Inventory Management,TBD,,,,,330110     MCG 3630 LCD T
97100-6412,97100,Wastewater - Misc,Standard,97100-6412,,,NoKit,6QT AL/NEO AN-DCB AI 5# S
94060-044241001,94060,Pressure / Vacuum Vents,TBD,,,,,"4""FRP O/V DER470+FIBRE|EW"
95210-030310,95210,Gauge Hatches,Standard,95210-030310,,,NoKit,"24"" MH/CVR ALUM NO/BC STL"
521-720-1,521-7,Spare Parts-MG,TBD,,,,,"24"" DIAPHRAGM .020""FEP"
94020R18030300,94020,Pressure / Vacuum Vents,TBD,,,,,"10X12 BV-ALUM,R-ST,A/G SP"
94060-046545003,94060,Pressure / Vacuum Vents,TBD,,,,,"4""X4"" DER470+XCB|HAST|EW|"
7030   (A7000 2,7030,Overfill Protection,TBD,,,,,121123     MCG 7030 ALARM
92021-32050101,92021,Automatic Tank Gauges,Standard,92021-32050101,,,NoKit,"LVL GAGE,FT/IN,INN,LS,MAG"
92021-1A1062,92021,Automatic Tank Gauges,Standard,92021-1A1062,,,NoKit,KIT 1A1 W/JB3010-21L 40FT
2150B,2150B,L&J Spare Parts,TBD,,,,,MCG 2150 IR CALIBRATOR-CE
96181-0800,96181,Wastewater - Misc,Standard,96181-0800,,,NoKit,"3""WATER DRN VLV W/6""FLG S"
